start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2023-04-06 00:00:00,2023-04-06 01:14:56,1207,CROPD1,03,87500,True,[],STP-MTS-1207_23040623040303TCROPD1.xml,,[]
2023-04-06 01:30:00,2023-04-06 01:59:56,3040,MRSCRP1,03,50000,False,[50000],STP-MTS-3040_23040623040303TMRSCRP1.xml,,['mars']
2023-04-06 02:00:00,2023-04-06 02:29:56,3065,DRKBN1,01,200000,False,[],STP-MTS-3065_23040623040301TDRKBN1.xml,,[]
2023-04-06 02:30:00,2023-04-06 02:59:56,3065,DRKBN2,01,200000,False,[],STP-MTS-3065_23040623040301TDRKBN2.xml,,[]
2023-04-06 03:00:00,2023-04-06 23:59:56,1207,CROPD,03,87500,True,[],STP-MTS-1207_23040623040303TCROPD.xml,,[]
2023-04-07 00:00:00,2023-04-07 23:59:56,1207,CROPD,03,87500,True,[],STP-MTS-1207_23040723040303TCROPD.xml,,[]
2023-04-08 00:00:00,2023-04-08 22:14:56,1207,CROPD1,03,87500,True,[],STP-MTS-1207_23040823040303TCROPD1.xml,,[]
2023-04-08 23:15:00,2023-04-09 23:59:56,1207,CROPD,03,87500,True,[],STP-MTS-1207_23040823040303TCROPD.xml,,[]
2023-04-10 00:00:00,2023-04-10 23:59:56,1207,CROPD,03,87500,True,[],STP-MTS-1207_23041023040303TCROPD.xml,,[]
2023-04-11 00:00:00,2023-04-11 23:59:56,1207,CROPD,03,87500,True,[],STP-MTS-1207_23041123040303TCROPD.xml,,[]
2023-04-12 00:00:00,2023-04-12 23:59:56,1207,CROPD,03,87500,True,[],STP-MTS-1207_23041223040303TCROPD.xml,,[]
